Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Month,Age,TotalAmountSpent,TotalPurchasesMade,TotalAcceptedCampaigns,WebEngagementRatio,FamilySize,IncomePerMember,RecencyMonths,CustomerLoyalty,TimeSinceEnrollment,InteractionWithPromotions
1978,0,2,17345,1,0,2012-11-03,79,4,9,16,17,0,12,2,2,1,2,8,0,0,0,0,0,0,3,11,0,11,46,58,5,0,4.0,1,8672.5,2.59526938239159,1,4105,2
1967,1,2,56320,0,1,2013-04-08,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,3,11,0,4,57,702,18,0,0.8,1,28160.0,0.36136662286465177,1,3949,3
1978,0,0,28647,1,0,2013-08-21,54,19,8,29,0,12,26,1,2,2,2,7,1,0,0,0,0,0,3,11,1,8,46,94,6,2,3.5,1,14323.5,1.773981603153745,1,3814,3
1987,3,0,15038,1,0,2013-01-29,93,4,8,11,19,12,26,2,2,1,2,9,0,0,0,0,0,0,3,11,0,1,37,80,5,0,4.5,1,7519.0,3.055190538764783,1,4018,2
1958,1,3,32173,0,1,2013-08-01,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,3,11,0,8,66,22,4,0,4.0,1,16086.5,0.0,1,3834,1
1964,4,1,68316,0,1,2012-11-04,54,806,80,161,120,11,33,5,10,7,10,6,0,0,0,0,0,0,3,11,0,11,60,1211,27,0,0.6,1,34158.0,1.773981603153745,1,4104,5
1971,0,1,74538,0,0,2013-06-29,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,3,11,1,6,53,1461,21,2,0.375,0,74538.0,0.6898817345597897,1,3867,3
1971,0,0,91700,0,0,2013-01-17,58,576,172,961,125,115,19,1,8,6,5,3,0,0,0,0,0,0,3,11,1,1,53,1968,19,1,0.375,0,91700.0,1.9053876478318001,1,4030,2
1969,0,1,68695,0,0,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,3,11,0,6,55,1091,15,0,0.5,0,68695.0,0.09855453350854139,1,3506,1
1977,4,2,31056,1,0,2013-01-22,99,5,10,13,3,8,16,1,1,0,3,8,0,0,0,0,0,0,3,11,0,1,47,55,4,0,8.0,1,15528.0,3.252299605781866,1,4025,1
1973,0,2,79593,0,0,2014-05-12,70,350,60,568,110,133,145,1,5,6,7,2,0,0,1,0,0,0,3,11,0,5,51,1366,18,1,0.4,0,79593.0,2.299605781865966,1,3550,2
1980,0,0,28071,0,0,2012-08-29,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,3,11,0,8,44,313,11,0,1.6,0,28071.0,2.135348226018397,1,4171,2
1958,1,1,37334,1,1,2014-02-26,44,26,1,16,2,2,15,4,3,0,4,4,0,0,0,0,0,0,3,11,0,2,66,62,7,0,1.3333333333333333,2,12444.666666666666,1.445466491458607,1,3625,4
1972,2,0,46423,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,3,11,0,9,52,92,6,0,3.5,2,15474.333333333334,0.19710906701708278,1,3786,3
1971,1,2,37126,1,0,2014-03-30,9,45,3,9,4,4,7,1,1,2,2,6,1,0,0,0,0,0,3,11,1,3,53,72,5,2,6.0,1,18563.0,0.2956636005256242,1,3593,3
1953,0,2,47703,0,1,2013-05-29,95,359,0,134,13,26,123,4,6,3,8,5,0,0,0,0,0,0,3,11,0,5,71,655,17,0,0.8333333333333334,1,23851.5,3.1208935611038107,1,3898,4
1959,0,2,61180,0,1,2014-04-23,70,403,24,29,6,24,218,2,5,5,6,3,1,0,0,0,0,0,3,11,0,4,65,704,16,1,0.6,1,30590.0,2.299605781865966,1,3569,3
1954,0,2,38998,1,1,2012-11-03,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,1,3,11,0,11,70,54,5,0,4.0,2,12999.333333333334,3.0223390275952693,0,4105,3
1991,0,0,8028,0,0,2012-09-18,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,3,11,0,9,33,178,1,0,0.0,0,8028.0,2.0367936925098555,1,4151,15
1962,0,1,76081,0,0,2014-05-23,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,3,11,0,5,62,1033,13,1,0.5,0,76081.0,2.7923784494086727,1,3539,2
1986,0,1,34728,1,0,2013-07-30,2,14,0,16,0,0,6,1,1,1,2,6,0,0,0,0,0,0,3,11,1,7,38,36,4,1,6.0,1,17364.0,0.0657030223390276,1,3836,2
1965,2,0,33168,0,1,2012-10-13,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,3,11,0,10,59,122,7,0,3.5,1,16584.0,0.0,1,4126,3
1966,2,2,33585,0,1,2013-09-25,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,3,11,0,9,58,122,6,0,2.0,1,16792.5,2.9894875164257555,1,3779,1
1960,1,2,77037,0,1,2013-10-13,3,463,96,333,168,53,10,1,7,7,12,3,0,0,0,0,0,0,3,11,0,10,64,1123,26,0,0.42857142857142855,1,38518.5,0.09855453350854139,1,3761,1
1984,0,1,35196,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,3,11,1,11,40,497,12,1,1.3333333333333333,1,17598.0,2.2339027595269383,1,4095,7
1966,0,2,44529,0,1,2013-07-05,98,538,13,91,17,6,26,6,6,2,11,5,0,1,0,0,0,0,3,11,0,7,58,691,19,1,0.8333333333333334,1,22264.5,3.219448094612352,1,3861,7
1965,4,2,70924,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,4,59,1363,19,1,0.5,0,70924.0,1.3469119579500657,1,3585,2
1966,1,1,28764,1,1,2014-06-05,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,3,11,0,6,58,12,3,1,8.0,2,9588.0,0.5256241787122208,1,3526,2
1949,1,2,69098,0,0,2013-02-16,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,0,0,0,0,3,11,0,2,75,2440,24,0,0.7142857142857143,0,69098.0,2.6938239159001314,1,4000,1
1970,4,3,25959,1,1,2013-02-14,1,4,2,12,7,5,26,2,1,2,2,6,0,0,0,0,0,0,3,11,1,2,54,56,5,1,6.0,2,8653.0,0.0328515111695138,1,4002,3
1983,2,2,27100,1,0,2013-04-05,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,3,11,0,4,41,37,4,0,7.0,1,13550.0,2.102496714848883,1,3952,1
1985,0,0,70596,0,0,2012-10-05,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,3,11,0,10,39,968,20,0,0.6666666666666666,0,70596.0,2.2339027595269383,1,4134,1
1974,0,2,42557,0,1,2012-08-29,98,192,5,53,0,5,15,4,6,1,4,8,0,0,0,0,0,0,3,11,0,8,50,270,11,0,1.3333333333333333,1,21278.5,3.219448094612352,1,4171,4
1951,1,2,53312,0,0,2013-08-09,32,241,0,12,0,0,25,1,5,1,5,7,0,0,0,0,0,0,3,11,0,8,73,278,11,0,1.4,0,53312.0,1.0512483574244416,1,3826,1
1952,0,0,72228,0,0,2012-11-27,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,3,11,0,11,72,1250,21,0,0.5,0,72228.0,2.8580814717477003,1,4081,1
1987,0,1,67605,0,0,2013-03-31,84,336,28,282,184,54,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0,3,37,938,16,0,0.5,0,67605.0,2.759526938239159,1,3957,1
1949,2,2,62845,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,0,10,75,1178,17,1,2.6666666666666665,2,20948.333333333332,0.09855453350854139,1,4138,12
1958,0,1,65196,0,2,2013-07-25,34,743,19,181,12,0,200,2,7,6,11,5,1,0,0,0,0,0,3,11,0,7,66,1155,24,1,0.7142857142857143,2,21732.0,1.1169513797634691,1,3841,3
1987,1,0,42000,0,0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,3,11,1,1,37,653,18,1,1.0,0,42000.0,0.7555847568988173,1,4037,3
1973,1,3,35860,1,1,2014-05-19,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,0,5,51,49,4,1,5.0,2,11953.333333333334,1.2155059132720105,1,3543,3
1964,1,2,65526,0,1,2014-04-11,22,397,19,69,12,0,9,1,4,4,8,2,0,0,0,0,0,0,3,11,0,4,60,506,16,0,0.5,1,32763.0,0.7227332457293035,1,3581,1
1961,0,2,16860,1,1,2012-09-12,19,10,4,4,3,3,14,3,1,1,3,7,0,0,0,0,0,0,3,11,0,9,63,38,5,0,7.0,2,5620.0,0.6241787122207622,1,4157,3
1992,0,0,83528,0,0,2014-05-01,7,530,117,678,134,44,147,1,4,10,8,1,1,0,0,1,0,0,3,11,1,5,32,1650,22,3,0.25,0,83528.0,0.22996057818659657,1,3561,4
1965,4,3,64176,0,1,2012-08-03,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,0,0,0,0,3,11,0,8,59,1826,25,0,0.75,1,32088.0,1.7082785808147174,1,4197,8
1956,0,3,22304,0,0,2012-08-04,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,8,68,18,3,0,8.0,0,22304.0,2.9894875164257555,1,4196,1
1978,0,2,67023,0,0,2014-03-04,93,444,44,382,11,8,17,1,3,7,13,2,0,0,0,0,0,1,3,11,0,3,46,906,23,0,0.6666666666666666,0,67023.0,3.055190538764783,0,3619,1
1971,1,1,32892,1,0,2014-05-25,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,3,11,0,5,53,46,6,0,2.6666666666666665,1,16446.0,2.562417871222076,1,3537,2
1966,0,1,70713,0,1,2012-12-03,23,736,114,279,82,76,190,6,5,6,8,3,0,0,0,0,0,0,3,11,0,12,58,1477,19,0,0.6,1,35356.5,0.7555847568988173,1,4075,6
1955,0,1,59925,0,1,2012-11-30,83,473,21,176,19,21,56,3,9,2,9,6,0,0,0,0,0,0,3,11,0,11,69,766,20,0,0.6666666666666666,1,29962.5,2.726675427069645,1,4078,3
1953,0,2,39722,0,1,2014-02-24,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,3,11,0,2,71,47,5,0,2.5,1,19861.0,3.0223390275952693,1,3627,2
1958,0,1,46610,0,0,2013-07-18,4,288,10,30,4,10,125,1,6,1,6,6,0,0,0,0,0,0,3,11,0,7,66,467,13,0,1.0,0,46610.0,0.1314060446780552,1,3848,1
1961,0,1,88347,0,0,2013-07-03,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0,7,63,2116,20,1,0.25,0,88347.0,1.0512483574244416,1,3863,2
1981,1,2,87171,0,0,2013-05-01,27,1001,44,107,58,44,44,1,6,7,11,2,1,0,1,0,0,0,3,11,0,5,43,1298,24,2,0.3333333333333333,0,87171.0,0.8869908015768725,1,3926,3
1976,4,1,26907,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,8,48,22,4,0,7.0,2,8969.0,0.328515111695138,1,3815,2
1968,2,0,50014,1,0,2014-01-22,9,234,14,77,19,10,42,2,4,1,8,5,0,0,0,0,0,0,3,11,0,1,56,396,13,0,1.25,1,25007.0,0.2956636005256242,1,3660,2
1978,1,2,41014,1,0,2013-04-22,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0,4,46,20,3,0,7.0,1,20507.0,2.135348226018397,1,3935,1
1965,0,0,66294,0,0,2014-03-17,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,3,11,0,3,59,967,12,0,0.5,0,66294.0,2.2339027595269383,1,3606,1
1971,0,2,36715,1,0,2012-11-17,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,0,3,11,1,11,53,357,13,1,1.2857142857142858,1,18357.5,0.5256241787122208,1,4091,7
1956,0,2,79456,0,0,2012-08-22,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,0,3,11,1,8,68,1401,15,1,0.6,0,79456.0,0.39421813403416556,1,4178,2
1982,0,1,40479,1,0,2013-08-17,95,5,0,8,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,8,42,15,3,0,0.0,1,20239.5,3.1208935611038107,1,3818,1
1970,2,0,75345,0,0,2013-02-02,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,0,3,11,1,2,54,2087,19,2,0.6,0,75345.0,0.5256241787122208,1,4014,3
1977,0,2,54233,0,1,2013-02-04,46,652,8,158,21,0,142,4,11,6,5,8,0,0,0,0,0,0,3,11,0,2,47,981,22,0,0.7272727272727273,1,27116.5,1.5111695137976346,1,4012,4
1970,0,0,24163,1,1,2013-10-12,3,4,1,7,2,1,2,2,1,0,3,4,0,0,0,0,0,0,3,11,0,10,54,17,4,0,4.0,2,8054.333333333333,0.09855453350854139,1,3762,2
1958,1,1,84460,0,0,2013-01-04,80,152,27,103,106,54,81,0,9,9,4,5,0,1,1,1,1,0,3,11,1,1,66,523,22,5,0.5555555555555556,0,84460.0,2.628120893561104,1,4043,5
1983,0,1,43776,1,0,2014-05-03,77,8,0,9,2,1,3,1,1,0,2,6,0,0,0,0,0,0,3,11,0,5,41,23,3,0,6.0,1,21888.0,2.5295663600525624,1,3559,1
1958,1,0,71691,0,0,2014-03-17,0,336,130,411,240,32,43,1,4,7,5,2,0,0,0,0,0,0,3,11,1,3,66,1192,16,1,0.5,0,71691.0,0.0,1,3606,2
1973,1,2,85844,0,0,2014-05-29,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,3,11,0,5,51,1958,19,1,0.3333333333333333,0,85844.0,2.0367936925098555,1,3533,2
1974,1,0,39190,1,0,2014-04-26,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,3,11,0,4,50,133,7,0,2.5,1,19595.0,2.9894875164257555,1,3566,2
1959,0,1,71367,0,0,2013-08-23,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,8,65,777,16,0,0.5,0,71367.0,0.7884362680683311,1,3812,1
1972,1,0,38578,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,0,6,52,73,6,0,2.6666666666666665,2,12859.333333333334,0.0657030223390276,1,3874,3
1965,1,2,57236,1,1,2014-03-12,22,105,0,9,2,1,4,3,2,1,4,3,0,0,0,0,0,0,3,11,0,3,59,121,7,0,1.5,2,19078.666666666668,0.7227332457293035,1,3611,3
1979,0,0,61825,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,0,0,0,0,0,3,11,0,8,45,424,14,0,1.0,1,30912.5,1.8396846254927726,1,3828,1
1958,0,3,79803,0,1,2014-06-02,54,574,8,216,21,16,33,1,4,3,5,1,0,0,0,0,0,0,3,11,0,6,66,868,12,0,0.25,1,39901.5,1.773981603153745,1,3529,1
1986,4,0,80910,0,0,2012-10-31,71,160,80,369,67,39,41,1,3,3,8,1,0,0,0,0,0,0,3,11,0,10,38,756,14,0,0.3333333333333333,0,80910.0,2.3324572930354797,1,4108,1
1982,2,1,27590,1,0,2013-04-23,38,6,0,5,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,4,42,12,3,0,7.0,1,13795.0,1.2483574244415243,1,3934,1
1979,0,2,56775,0,1,2013-01-02,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,3,11,0,1,45,937,23,0,1.0,1,28387.5,2.0367936925098555,1,4045,2
1975,0,3,83829,0,0,2013-10-08,78,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,0,3,11,1,10,49,1862,17,4,0.25,0,83829.0,2.562417871222076,1,3766,4
1979,4,2,54210,0,1,2013-05-20,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,3,11,0,5,45,367,12,0,1.25,1,27105.0,0.5913272010512484,1,3907,2
1986,0,2,38508,1,0,2013-08-02,95,120,19,206,25,19,54,6,7,2,5,8,0,0,0,0,0,0,3,11,0,8,38,443,14,0,1.1428571428571428,1,19254.0,3.1208935611038107,1,3833,6
1970,0,1,53187,1,0,2013-10-26,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,3,11,0,10,54,267,11,0,1.25,1,26593.5,2.1681997371879107,1,3748,2
1972,0,2,30023,1,0,2014-03-24,28,11,0,16,7,6,21,1,2,0,3,8,0,0,0,0,0,0,3,11,0,3,52,61,5,0,4.0,1,15011.5,0.9198423127463863,1,3599,1
1960,1,0,76045,0,0,2013-11-15,78,760,53,400,17,93,0,1,4,5,11,2,0,0,0,1,0,0,3,11,0,11,64,1323,20,1,0.5,0,76045.0,2.562417871222076,1,3728,2
1952,1,2,50870,0,1,2014-06-19,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,3,11,0,6,72,63,5,0,2.5,1,25435.0,0.42706964520367935,1,3512,1
1970,4,2,15315,0,0,2013-08-03,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,8,54,64,6,0,2.5,0,15315.0,0.8869908015768725,1,3832,2
1974,4,2,65463,1,0,2014-01-30,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,3,11,0,1,50,562,17,1,0.8333333333333334,1,32731.5,0.5584756898817346,1,3652,3
1965,0,2,66480,1,1,2014-05-31,71,199,9,57,20,21,6,7,4,1,7,4,0,0,0,0,0,0,3,11,0,5,59,312,12,0,1.0,2,22160.0,2.3324572930354797,1,3531,7
1954,0,3,76773,0,0,2013-02-25,79,516,56,449,86,33,16,1,2,2,11,1,0,0,0,0,0,0,3,11,0,2,70,1156,15,0,0.5,0,76773.0,2.59526938239159,1,3991,1
1983,4,0,81698,0,0,2013-03-01,1,709,45,115,30,160,45,1,8,2,5,5,0,0,0,1,0,0,3,11,1,3,41,1104,15,2,0.625,0,81698.0,0.0328515111695138,1,3987,3
1973,1,0,54466,1,1,2014-02-09,78,12,0,4,0,0,0,1,1,0,2,5,0,0,0,0,0,0,3,11,0,2,51,16,3,0,5.0,2,18155.333333333332,2.562417871222076,1,3642,1
1960,2,0,98777,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,2,64,2008,19,1,0.25,0,98777.0,0.7555847568988173,1,3634,1
1984,1,0,16269,1,0,2013-08-30,75,19,3,18,3,1,0,3,3,0,3,8,0,0,0,0,0,0,3,11,0,8,40,44,6,0,2.6666666666666665,1,8134.5,2.463863337713535,1,3805,3
1971,0,1,71819,0,1,2013-08-28,70,1224,28,140,0,14,168,3,3,3,5,6,0,1,1,0,0,0,3,11,0,8,53,1574,11,2,2.0,1,35909.5,2.299605781865966,1,3807,5
1983,1,2,33569,1,0,2013-10-16,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,0,3,11,1,10,41,63,4,2,8.0,1,16784.5,0.328515111695138,1,3758,3
1983,2,2,36262,0,0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1,9,41,426,11,2,2.0,0,36262.0,0.7884362680683311,1,3784,3
1966,3,1,22634,0,0,2013-01-16,47,2,23,11,8,6,46,1,2,1,2,8,0,0,0,0,0,0,3,11,0,1,58,96,5,0,4.0,0,22634.0,1.5440210249671484,1,4031,1
1978,4,2,47025,0,1,2013-09-12,98,508,11,59,23,5,29,5,11,1,6,9,0,0,0,0,0,0,3,11,0,9,46,635,18,0,0.8181818181818182,1,23512.5,3.219448094612352,1,3792,5
1968,0,0,70566,0,1,2013-10-06,4,381,28,215,84,28,21,2,6,5,9,3,0,0,0,0,0,0,3,11,0,10,56,757,20,0,0.5,1,35283.0,0.1314060446780552,1,3768,2
1979,1,2,31605,1,0,2012-11-22,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,3,11,0,11,45,125,7,0,3.5,1,15802.5,0.49277266754270693,1,4086,2
1973,2,3,52034,1,1,2013-05-17,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,3,11,0,5,51,332,11,0,1.75,2,17344.666666666668,2.2010512483574245,1,3910,5
1979,0,0,48526,1,0,2013-12-24,32,23,17,23,43,20,9,1,2,1,4,3,0,0,0,0,0,0,3,11,0,12,45,135,7,0,1.5,1,24263.0,1.0512483574244416,1,3689,1
1954,0,2,46734,0,1,2012-11-18,40,110,5,137,26,23,29,2,6,1,5,7,0,0,0,0,0,0,3,11,0,11,70,330,12,0,1.1666666666666667,1,23367.0,1.314060446780552,1,4090,2
1962,0,3,39552,1,1,2012-12-18,54,165,3,147,4,24,41,7,6,2,5,8,0,0,0,0,0,0,3,11,1,12,62,384,13,1,1.3333333333333333,2,13184.0,1.773981603153745,1,4060,8
1966,0,0,86358,1,1,2012-08-08,78,957,47,494,82,47,95,4,5,3,6,8,0,0,0,0,0,0,3,11,0,8,58,1722,14,0,1.6,2,28786.0,2.562417871222076,1,4192,4
1977,0,1,46931,2,1,2014-04-24,94,41,0,17,3,1,16,2,1,1,3,3,0,0,0,0,0,0,3,11,0,4,47,78,5,0,3.0,3,11732.75,3.088042049934297,1,3568,2
1985,3,0,16581,0,0,2013-01-12,51,1,3,4,2,3,11,1,0,0,3,4,0,0,0,0,0,0,3,11,0,1,39,24,3,0,0.0,0,16581.0,1.6754270696452036,1,4035,1
1952,4,3,63998,0,0,2013-12-20,42,176,29,818,0,33,112,1,7,6,11,4,0,0,0,0,0,0,3,11,1,12,72,1168,24,1,0.5714285714285714,0,63998.0,1.3797634691195795,1,3693,2
1951,2,2,67381,0,1,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,3,11,0,1,73,957,13,1,3.5,1,33690.5,2.2010512483574245,1,4032,5
1967,0,0,25930,1,1,2013-10-10,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,10,57,15,3,0,7.0,2,8643.333333333334,2.8580814717477003,1,3764,1
1978,0,2,42693,1,0,2014-06-07,29,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,3,11,0,6,46,57,4,0,5.0,1,21346.5,0.9526938239159001,1,3524,1
1976,0,1,85606,0,1,2012-11-12,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,3,11,0,11,48,1956,22,1,0.5,1,42803.0,2.923784494086728,1,4096,3
1985,0,0,72903,0,0,2013-10-29,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,0,3,11,1,10,39,2013,20,4,0.5714285714285714,0,72903.0,2.431011826544021,1,3745,5
1974,4,1,49669,1,0,2014-05-24,97,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,3,11,0,5,50,326,12,0,1.2,1,24834.5,3.1865965834428382,1,3538,2
1968,1,2,36778,1,1,2012-08-05,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,3,11,0,8,56,77,6,0,3.0,2,12259.333333333334,2.0696452036793693,1,4195,3
1962,1,3,85696,0,0,2013-05-03,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,0,3,11,1,5,62,1313,19,1,0.25,0,85696.0,2.890932982917214,1,3924,2
1989,2,3,10979,0,0,2014-05-22,34,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,3,11,0,5,35,30,6,0,1.6666666666666667,0,10979.0,1.1169513797634691,1,3540,2
1961,0,2,49678,0,1,2013-02-02,81,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,3,11,0,2,63,315,12,0,1.1666666666666667,1,24839.0,2.6609724047306176,1,4014,2
1953,2,1,56129,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,6,71,660,18,0,0.6666666666666666,1,28064.5,2.135348226018397,1,3876,4
1989,0,2,37155,1,0,2013-01-31,51,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,1,35,74,6,0,2.5,1,18577.5,1.6754270696452036,1,4016,1
1978,4,3,21282,1,0,2014-05-11,76,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,3,11,0,5,46,46,5,0,3.0,1,10641.0,2.4967148488830486,1,3551,2
1962,1,0,33419,0,1,2013-08-17,76,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,3,11,0,8,62,86,6,0,3.5,1,16709.5,2.4967148488830486,1,3818,2
1945,0,4,63285,0,0,2013-11-05,84,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,3,11,0,11,79,1103,24,0,0.5,0,63285.0,2.759526938239159,1,3738,1
1974,2,1,21255,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,3,11,0,1,50,61,7,0,2.0,1,10627.5,1.8396846254927726,1,3661,4
1981,0,1,42162,1,0,2013-11-19,31,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,0,3,11,1,11,43,145,7,2,2.0,1,21081.0,1.0183968462549278,1,3724,4
1956,0,1,54450,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,3,11,0,9,68,684,19,0,0.8888888888888888,2,18150.0,0.0,1,4155,12
1954,1,2,57744,0,1,2013-11-12,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,3,11,0,11,70,411,14,0,0.8888888888888888,1,28872.0,2.9894875164257555,1,3731,2
1986,0,0,26576,1,0,2012-10-13,40,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,0,3,11,1,10,38,27,3,2,9.0,1,13288.0,1.314060446780552,1,4126,3
1943,1,4,57513,0,0,2013-07-06,59,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,3,11,0,7,81,1060,25,0,0.6666666666666666,0,57513.0,1.938239159001314,1,3860,2
1964,0,1,68142,0,1,2012-08-29,96,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,3,11,0,8,60,1459,21,0,0.6,1,34071.0,3.1537450722733245,1,4171,3
1979,0,2,7500,0,1,2012-08-29,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,8,45,18,3,0,8.0,1,3750.0,2.0039421813403417,1,4171,1
1974,0,1,83145,0,0,2012-09-22,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,0,3,11,1,9,50,1833,25,2,0.4,0,83145.0,0.45992115637319314,1,4147,3
1960,2,2,54197,0,1,2014-04-03,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,3,11,0,4,64,237,10,0,1.0,1,27098.5,0.5256241787122208,1,3589,2
1963,1,0,23091,1,1,2014-05-28,98,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,3,11,0,5,61,48,6,0,3.5,2,7697.0,3.219448094612352,1,3534,4
1976,0,2,46049,1,1,2013-07-21,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,0,3,11,1,7,48,515,16,1,1.4,2,15349.666666666666,0.36136662286465177,1,3845,11
1974,0,1,56715,0,0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,12,50,1020,14,0,0.5714285714285714,0,56715.0,1.7082785808147174,1,4073,1
